time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration,city
2012-05-24,34.2,27.4,30.3,0.0,32.0,47.9,26.92,6.87,Karachi
2012-05-25,33.6,27.5,30.1,0.0,34.1,50.8,27.16,6.99,Karachi
2012-05-26,33.0,27.1,29.7,0.0,32.8,49.0,26.52,6.68,Karachi
2012-05-27,34.1,27.5,30.2,0.0,31.9,47.2,26.8,6.81,Karachi
2012-05-28,33.7,26.9,29.7,0.0,31.9,46.4,26.27,6.4,Karachi
2012-05-29,33.4,26.9,29.7,0.0,29.8,45.0,27.1,6.46,Karachi
2012-05-30,33.6,26.9,29.8,0.0,32.4,49.0,27.06,6.58,Karachi
2012-05-31,34.8,27.7,30.7,0.0,37.1,54.4,27.34,7.72,Karachi
2012-06-01,36.5,27.7,31.3,0.0,33.7,49.7,27.95,8.52,Karachi
2012-06-02,33.4,27.1,29.8,0.0,34.6,51.5,27.67,7.05,Karachi
2012-06-03,31.7,26.5,28.9,0.0,33.9,49.7,23.41,5.64,Karachi
2012-06-04,32.2,27.2,29.4,0.0,30.6,45.4,24.06,5.88,Karachi
2012-06-05,33.8,28.0,30.1,0.0,34.8,51.5,26.19,6.69,Karachi
2012-06-06,32.0,27.2,29.2,0.0,34.2,52.2,26.23,6.0,Karachi
2012-06-07,31.8,26.9,28.8,0.0,18.8,28.1,23.6,5.43,Karachi
2012-06-08,31.6,26.8,28.7,0.0,20.2,31.0,25.09,5.67,Karachi
2012-06-09,31.4,26.6,28.4,0.0,25.3,37.4,25.21,5.92,Karachi
2012-06-10,31.6,26.6,28.6,0.0,28.7,43.9,24.85,6.07,Karachi
2012-06-11,31.4,26.6,28.9,0.0,22.4,36.4,19.85,4.82,Karachi
2012-06-12,32.6,26.4,29.2,0.0,16.8,29.2,25.23,5.88,Karachi
2012-06-13,33.2,27.0,29.5,0.0,18.4,30.2,25.24,5.99,Karachi
2012-06-14,33.4,26.8,29.6,0.0,20.4,33.8,26.04,6.34,Karachi
2012-06-15,32.0,27.9,29.6,0.0,22.9,34.6,15.1,4.56,Karachi
2012-06-16,32.9,27.6,29.9,0.0,32.5,45.7,23.71,6.46,Karachi
2012-06-17,33.2,27.7,30.0,0.0,34.8,47.5,25.05,6.37,Karachi
2012-06-18,32.9,27.6,30.0,0.0,33.7,49.7,23.26,6.06,Karachi
2012-06-19,33.2,27.9,30.2,0.0,32.8,48.6,22.96,6.21,Karachi
2012-06-20,32.4,28.1,29.9,0.0,35.4,51.8,22.98,6.41,Karachi
2012-06-21,32.2,27.9,29.6,0.0,38.0,54.7,22.83,6.3,Karachi
2012-06-22,31.9,27.1,29.3,0.0,36.2,53.6,22.55,6.0,Karachi
2012-06-23,32.7,27.7,29.6,0.0,33.5,47.9,22.55,5.87,Karachi
2012-06-24,32.4,27.3,29.5,0.0,36.3,53.6,24.83,6.03,Karachi
2012-06-25,32.3,27.7,29.7,0.0,36.2,52.9,23.94,6.33,Karachi
2012-06-26,31.7,27.7,29.4,0.0,39.7,58.3,21.02,6.13,Karachi
2012-06-27,32.2,27.6,29.5,0.0,36.0,52.6,20.22,5.89,Karachi
2012-06-28,31.4,27.6,29.2,0.0,32.4,46.1,19.84,5.35,Karachi
2012-06-29,31.0,27.4,28.7,0.0,26.3,35.3,17.67,4.62,Karachi
2012-06-30,32.2,27.2,29.1,0.0,30.4,45.0,23.51,5.74,Karachi
2012-07-01,32.4,27.5,29.7,0.0,27.7,42.5,23.45,5.91,Karachi
2012-07-02,32.7,27.3,29.7,0.0,20.4,32.8,22.39,5.55,Karachi
2012-07-03,32.4,27.5,29.6,0.0,25.9,41.0,24.34,6.23,Karachi
2012-07-04,32.5,27.5,29.7,0.0,27.5,40.3,21.59,5.9,Karachi
2012-07-05,32.0,27.8,29.5,0.0,27.6,41.4,19.67,5.24,Karachi
2012-07-06,31.8,27.6,29.3,0.0,26.5,41.8,19.24,5.05,Karachi
2012-07-07,30.9,27.5,29.0,0.0,28.4,42.8,18.41,4.78,Karachi
2012-07-08,31.6,27.5,29.3,0.0,21.4,32.8,19.63,4.98,Karachi
2012-07-09,32.1,27.4,29.5,0.0,24.2,32.8,20.8,5.28,Karachi
2012-07-10,32.9,28.1,30.0,0.0,27.0,41.4,20.78,5.6,Karachi
2012-07-11,31.5,28.2,29.5,0.0,24.7,33.5,9.91,3.58,Karachi
2012-07-12,33.0,28.4,30.1,0.0,29.8,41.0,22.04,5.99,Karachi
2012-07-13,32.1,27.8,29.6,0.0,35.6,49.7,20.21,5.84,Karachi
2012-07-14,31.1,27.7,29.1,0.0,37.9,55.8,18.45,5.52,Karachi
2012-07-15,30.7,27.1,28.6,0.2,34.4,50.4,17.8,4.89,Karachi
2012-07-16,30.9,27.2,28.7,0.1,25.7,39.2,17.91,4.53,Karachi
2012-07-17,31.1,27.1,28.8,0.0,28.2,36.7,18.11,4.64,Karachi
2012-07-18,31.3,27.3,28.8,0.3,34.0,47.5,19.14,4.87,Karachi
2012-07-19,31.2,27.4,29.0,0.0,37.6,52.6,19.78,4.9,Karachi
2012-07-20,32.4,27.4,29.3,0.0,27.5,40.3,24.08,5.35,Karachi
2012-07-21,32.6,26.4,29.0,0.0,21.6,32.8,23.56,5.21,Karachi
2012-07-22,32.3,27.1,29.1,0.0,27.9,37.4,22.7,5.51,Karachi
2012-07-23,31.6,27.3,29.1,0.0,29.7,44.6,20.36,5.53,Karachi
2012-07-24,31.7,27.2,29.0,0.0,34.9,51.5,22.25,5.51,Karachi
2012-07-25,31.3,26.9,28.7,0.0,36.2,51.8,21.39,5.3,Karachi
2012-07-26,31.4,26.6,28.6,0.0,35.0,50.8,19.83,4.94,Karachi
2012-07-27,31.6,27.2,28.9,0.0,27.4,38.9,21.9,5.47,Karachi
2012-07-28,31.4,26.8,28.8,0.0,27.2,40.7,22.33,5.7,Karachi
2012-07-29,31.2,27.1,29.0,0.0,30.8,46.1,18.93,5.05,Karachi
2012-07-30,30.9,27.1,28.8,0.0,29.6,45.7,16.42,4.54,Karachi
2012-07-31,31.0,27.0,28.5,0.0,38.2,55.4,17.4,4.54,Karachi
2012-08-01,31.1,27.1,28.7,0.0,32.2,46.4,16.83,4.34,Karachi
2012-08-02,30.1,26.7,28.1,0.0,35.4,51.1,14.39,4.0,Karachi
2012-08-03,29.8,26.2,27.6,0.0,38.8,55.8,17.55,4.19,Karachi
2012-08-04,30.3,25.9,27.6,0.0,31.6,46.4,22.14,4.81,Karachi
2012-08-05,31.0,25.7,27.9,0.0,20.2,31.0,19.77,4.46,Karachi
2012-08-06,31.3,26.3,28.3,0.0,23.8,34.6,20.38,4.75,Karachi
2012-08-07,31.3,26.5,28.5,0.0,24.9,36.7,22.42,5.24,Karachi
2012-08-08,31.0,26.0,28.1,0.0,27.7,38.5,21.36,5.29,Karachi
2012-08-09,30.8,26.1,28.0,0.0,28.8,43.6,21.67,5.53,Karachi
2012-08-10,30.8,25.9,27.9,0.0,25.2,37.1,19.56,4.92,Karachi
2012-08-11,31.3,26.2,28.3,0.0,20.9,31.0,22.14,5.31,Karachi
2012-08-12,31.3,26.1,28.3,0.0,23.6,32.4,22.4,5.52,Karachi
2012-08-13,30.8,26.1,28.2,0.0,27.0,40.0,21.57,5.6,Karachi
2012-08-14,30.9,26.2,28.2,0.0,26.3,39.2,20.15,5.22,Karachi
2012-08-15,30.9,26.1,28.1,0.0,25.3,37.4,20.81,5.24,Karachi
2012-08-16,30.6,26.0,27.9,0.0,22.7,32.8,18.83,4.96,Karachi
2012-08-17,30.0,26.0,27.6,0.0,24.8,36.4,15.91,4.43,Karachi
2012-08-18,29.6,25.9,27.6,0.0,27.8,42.8,15.91,4.5,Karachi
2012-08-19,30.5,26.2,28.1,0.0,24.4,35.3,17.55,4.44,Karachi
2012-08-20,30.4,26.1,28.1,0.0,18.3,26.6,14.24,3.47,Karachi
2012-08-21,31.2,26.7,28.6,0.0,18.5,28.8,17.23,4.27,Karachi
2012-08-22,30.7,26.9,28.5,0.0,20.6,34.9,15.52,4.08,Karachi
2012-08-23,31.0,26.4,28.5,0.0,20.4,32.4,17.94,4.52,Karachi
2012-08-24,30.9,26.8,28.4,0.0,27.6,40.3,18.3,4.64,Karachi
2012-08-25,30.0,26.8,28.0,0.6,34.2,51.5,11.35,3.57,Karachi
2012-08-26,30.3,26.7,28.2,0.0,28.8,43.9,15.64,4.26,Karachi
2012-08-27,30.7,26.5,28.2,0.0,23.7,36.0,18.86,4.52,Karachi
2012-08-28,31.5,26.2,28.4,0.0,20.4,31.0,21.46,5.02,Karachi
2012-08-29,32.7,26.2,28.7,0.0,19.5,31.0,17.25,4.47,Karachi
2012-08-30,33.6,26.4,28.8,3.1,19.8,31.3,15.95,4.28,Karachi
2012-08-31,31.9,26.3,28.6,1.5,20.4,28.8,19.76,4.81,Karachi
2012-09-01,34.0,26.2,29.4,0.0,20.9,28.8,21.65,5.34,Karachi
2012-09-02,33.8,27.1,29.7,0.0,20.1,33.1,21.63,5.35,Karachi
2012-09-03,32.4,26.9,29.0,0.0,21.8,34.2,20.66,4.82,Karachi
2012-09-04,32.9,26.6,29.1,0.0,19.7,32.0,20.01,4.85,Karachi
2012-09-05,32.0,26.8,29.3,9.7,18.1,26.6,13.13,3.33,Karachi
2012-09-06,31.7,27.2,29.2,9.6,16.6,33.1,13.32,3.38,Karachi
2012-09-07,31.3,26.7,28.7,12.0,21.4,31.7,10.03,2.76,Karachi
2012-09-08,31.4,27.4,29.1,2.1,17.0,31.0,11.51,2.94,Karachi
2012-09-09,30.5,27.3,28.5,1.4,27.1,38.9,14.2,3.23,Karachi
2012-09-10,30.4,26.7,28.2,0.0,15.0,25.9,18.06,3.87,Karachi
2012-09-11,30.1,26.9,28.1,4.7,14.4,25.9,9.41,2.42,Karachi
2012-09-12,30.1,27.2,28.3,5.2,14.4,22.7,7.33,1.92,Karachi
2012-09-13,29.3,27.0,28.0,2.1,20.6,28.8,8.17,1.93,Karachi
2012-09-14,29.7,26.5,27.7,0.0,23.0,34.6,16.41,3.41,Karachi
2012-09-15,29.7,26.0,27.5,0.0,25.3,36.7,17.99,3.9,Karachi
2012-09-16,30.5,26.2,27.8,0.0,25.0,36.4,19.96,4.29,Karachi
2012-09-17,32.1,26.1,28.3,0.0,23.9,32.0,22.58,5.15,Karachi
2012-09-18,32.7,25.2,28.1,0.0,18.2,24.8,22.45,5.2,Karachi
2012-09-19,30.3,24.1,27.0,0.0,15.6,22.3,20.76,4.4,Karachi
2012-09-20,30.7,25.3,27.4,0.0,20.4,31.0,21.42,4.72,Karachi
2012-09-21,30.8,25.4,27.6,0.0,22.3,34.9,21.2,4.86,Karachi
2012-09-22,31.3,25.6,28.1,0.0,28.3,42.5,20.33,5.16,Karachi
2012-09-23,31.0,26.3,28.1,0.0,28.5,42.8,19.78,5.42,Karachi
2012-09-24,30.5,26.3,28.0,0.0,30.3,44.3,17.14,5.07,Karachi
2012-09-25,30.1,25.7,27.7,0.0,29.7,43.6,16.77,4.62,Karachi
2012-09-26,30.5,25.9,27.9,0.0,24.2,36.7,16.36,4.64,Karachi
2012-09-27,31.3,26.2,28.3,0.0,23.1,31.7,18.36,4.91,Karachi
2012-09-28,31.7,25.7,28.2,0.0,23.6,37.1,20.7,5.14,Karachi
2012-09-29,31.5,25.4,28.1,0.0,19.2,30.6,21.15,4.94,Karachi
2012-09-30,32.9,24.6,28.2,0.0,17.3,28.1,21.68,5.14,Karachi
2012-10-01,35.1,24.5,29.1,0.0,17.7,27.7,22.02,5.8,Karachi
2012-10-02,33.8,24.9,28.6,0.0,20.3,30.2,21.7,5.38,Karachi
2012-10-03,34.7,23.8,28.7,0.0,15.4,25.2,21.88,5.33,Karachi
2012-10-04,33.8,23.4,28.1,0.0,19.0,30.2,21.74,5.35,Karachi
2012-10-05,32.1,24.1,27.5,0.0,18.5,29.9,21.69,5.26,Karachi
2012-10-06,30.8,23.1,26.7,0.0,19.5,31.7,21.5,4.99,Karachi
2012-10-07,30.8,22.7,26.6,0.0,17.1,27.4,21.05,4.75,Karachi
2012-10-08,32.3,22.6,27.1,0.0,17.6,26.3,21.37,5.0,Karachi
2012-10-09,33.1,22.7,27.4,0.0,19.6,31.7,21.39,5.32,Karachi
2012-10-10,32.0,22.9,27.0,0.0,17.6,28.8,20.96,4.83,Karachi
2012-10-11,31.3,22.8,26.7,0.0,20.3,32.4,20.19,4.55,Karachi
2012-10-12,30.5,23.2,26.9,0.0,24.7,37.8,19.61,4.49,Karachi
2012-10-13,31.2,24.9,27.6,0.0,21.4,32.4,19.23,4.4,Karachi
2012-10-14,30.9,25.1,27.5,0.0,18.5,29.9,18.81,4.34,Karachi
2012-10-15,30.9,24.8,27.5,0.0,22.2,33.8,19.77,4.85,Karachi
2012-10-16,31.9,25.2,28.1,0.0,19.5,27.7,18.04,4.49,Karachi
2012-10-17,31.9,24.8,28.1,0.0,19.6,27.7,18.68,4.57,Karachi
2012-10-18,32.6,24.3,28.3,0.3,17.4,27.4,19.3,4.75,Karachi
2012-10-19,32.7,24.5,28.3,0.0,17.2,28.8,19.63,4.8,Karachi
2012-10-20,33.3,24.0,28.2,0.0,17.3,26.3,18.87,4.64,Karachi
2012-10-21,33.8,25.0,29.5,0.0,17.7,30.6,17.99,5.17,Karachi
2012-10-22,34.2,24.5,29.3,0.0,13.7,26.6,18.93,5.35,Karachi
2012-10-23,33.4,23.3,28.3,0.0,15.7,22.7,19.67,5.04,Karachi
2012-10-24,32.7,23.0,27.4,0.0,16.9,33.1,19.78,5.28,Karachi
2012-10-25,32.8,21.0,26.8,0.0,16.9,25.2,19.66,5.11,Karachi
2012-10-26,32.3,21.9,26.7,0.0,16.1,23.0,19.42,4.39,Karachi
2012-10-27,33.8,23.1,28.2,0.0,17.7,29.9,19.52,5.43,Karachi
2012-10-28,33.6,21.4,27.7,0.0,14.8,23.8,19.4,5.18,Karachi
2012-10-29,34.1,21.2,28.1,0.0,13.4,22.0,19.49,5.3,Karachi
2012-10-30,34.0,20.7,27.7,0.0,14.8,22.7,19.49,5.51,Karachi
2012-10-31,33.7,21.6,27.8,0.0,13.0,22.7,19.29,5.74,Karachi
2012-11-01,34.1,21.3,27.7,0.0,15.5,25.2,19.27,5.92,Karachi
2012-11-02,33.8,21.2,27.4,0.0,18.7,22.0,19.02,5.7,Karachi
2012-11-03,32.9,20.5,26.8,0.0,16.6,25.2,18.8,5.11,Karachi
2012-11-04,31.5,21.0,26.3,0.0,15.6,26.3,18.52,4.45,Karachi
2012-11-05,31.4,19.9,25.8,0.0,17.5,28.4,18.36,4.43,Karachi
2012-11-06,31.6,21.0,26.2,0.0,16.0,24.1,17.9,4.33,Karachi
2012-11-07,30.7,22.3,26.0,0.0,17.1,27.4,17.87,4.22,Karachi
2012-11-08,30.4,22.2,26.1,0.0,22.7,33.8,17.59,4.23,Karachi
2012-11-09,31.2,22.7,26.7,0.0,24.2,35.6,17.69,4.59,Karachi
2012-11-10,31.6,22.2,26.7,0.0,19.8,30.2,17.29,4.11,Karachi
2012-11-11,31.4,21.5,26.3,0.0,14.3,19.8,17.5,4.0,Karachi
2012-11-12,30.0,21.5,25.7,0.0,13.3,21.6,17.22,3.78,Karachi
2012-11-13,31.5,20.6,26.1,0.0,13.7,20.5,17.56,4.2,Karachi
2012-11-14,31.5,20.9,26.1,0.0,16.8,25.6,17.46,4.48,Karachi
2012-11-15,30.5,20.5,25.4,0.0,14.6,22.0,17.44,4.02,Karachi
2012-11-16,29.9,20.5,25.1,0.0,15.3,25.6,17.22,3.9,Karachi
2012-11-17,29.7,22.1,25.7,0.0,14.1,22.3,16.17,3.57,Karachi
2012-11-18,31.2,22.1,26.6,0.0,14.3,20.5,16.3,3.78,Karachi
2012-11-19,31.2,21.9,26.4,0.0,17.8,28.8,16.97,4.41,Karachi
2012-11-20,30.6,20.9,25.7,0.0,21.3,34.2,17.34,6.22,Karachi
2012-11-21,29.9,19.1,24.6,0.0,17.3,25.6,17.26,5.22,Karachi
2012-11-22,29.4,19.6,24.6,0.0,15.1,23.0,16.54,3.89,Karachi
2012-11-23,29.1,21.8,25.5,0.0,17.3,28.4,15.43,4.02,Karachi
2012-11-24,30.1,20.4,25.2,0.0,15.3,24.8,16.35,4.4,Karachi
2012-11-25,29.1,18.9,23.8,0.0,22.2,33.1,16.7,4.31,Karachi
2012-11-26,28.4,17.1,23.0,0.0,12.5,20.5,16.56,3.78,Karachi
2012-11-27,28.5,18.2,23.4,0.0,14.0,19.8,16.03,3.56,Karachi
2012-11-28,28.3,21.0,24.4,0.0,21.1,33.1,15.83,3.92,Karachi
2012-11-29,30.8,21.8,25.9,0.0,24.3,38.2,16.39,5.74,Karachi
2012-11-30,27.9,18.0,22.7,0.0,23.2,38.9,16.85,5.17,Karachi
2012-12-01,27.1,15.9,21.8,0.0,14.1,23.8,16.14,4.22,Karachi
2012-12-02,27.1,16.8,22.1,0.0,16.2,28.1,16.4,4.21,Karachi
2012-12-03,27.4,18.2,22.3,0.0,29.0,45.7,16.42,6.75,Karachi
2012-12-04,28.3,18.8,22.8,0.0,30.7,47.5,15.46,7.12,Karachi
2012-12-05,30.0,19.2,24.0,0.0,25.4,36.0,15.79,6.06,Karachi
2012-12-06,29.6,18.1,23.7,0.0,17.2,24.5,15.96,4.64,Karachi
2012-12-07,28.5,17.2,22.8,0.0,16.9,23.8,14.88,3.63,Karachi
2012-12-08,29.7,19.4,24.1,0.0,14.3,20.9,15.45,3.46,Karachi
2012-12-09,28.9,18.5,23.8,0.0,17.6,26.6,15.59,3.84,Karachi
2012-12-10,30.1,18.9,24.0,0.0,17.2,23.0,15.79,4.22,Karachi
2012-12-11,29.4,17.9,23.6,0.0,19.5,26.3,16.24,4.89,Karachi
2012-12-12,27.3,19.7,23.4,0.0,18.4,29.2,15.4,3.73,Karachi
2012-12-13,25.8,21.0,23.1,1.0,20.2,38.2,12.5,3.09,Karachi
2012-12-14,25.8,16.9,21.6,0.0,25.7,38.5,15.8,4.0,Karachi
2012-12-15,23.0,16.1,19.3,0.3,31.3,47.2,13.89,4.41,Karachi
2012-12-16,24.6,16.2,19.8,0.0,30.5,48.2,14.88,4.88,Karachi
2012-12-17,25.4,16.5,20.2,0.0,35.8,53.6,15.39,5.28,Karachi
2012-12-18,26.5,15.9,20.9,0.0,19.7,28.1,15.58,4.42,Karachi
2012-12-19,26.7,16.5,21.1,0.0,19.1,33.1,15.84,4.38,Karachi
2012-12-20,25.7,14.8,20.3,0.0,13.4,21.6,15.81,3.56,Karachi
2012-12-21,26.7,15.3,20.7,0.0,11.2,23.4,15.8,3.32,Karachi
2012-12-22,27.4,15.7,21.1,0.0,20.5,34.2,16.23,4.59,Karachi
2012-12-23,26.1,14.1,20.2,0.0,13.7,19.4,15.92,3.64,Karachi
2012-12-24,27.6,15.5,21.3,0.0,16.5,28.1,15.83,3.68,Karachi
2012-12-25,27.3,16.1,21.4,0.0,19.3,30.6,15.87,4.34,Karachi
2012-12-26,26.4,15.0,20.7,0.0,15.8,28.1,15.97,3.77,Karachi
2012-12-27,25.4,15.6,20.6,0.0,22.0,34.9,15.47,3.25,Karachi
2012-12-28,21.6,15.6,18.9,0.0,35.9,52.2,16.42,6.4,Karachi
2012-12-29,21.7,10.6,16.2,0.0,23.3,34.6,16.73,5.28,Karachi
2012-12-30,21.7,12.3,16.5,0.0,25.6,39.2,16.74,5.21,Karachi
2012-12-31,23.1,11.1,16.7,0.0,18.2,30.6,16.7,4.27,Karachi
2013-01-01,23.8,12.5,17.9,0.0,17.5,25.6,16.64,3.77,Karachi
2013-01-02,24.6,13.4,18.2,0.0,22.0,33.8,16.9,4.29,Karachi
2013-01-03,23.0,11.5,17.3,0.0,15.2,22.0,16.38,3.21,Karachi
2013-01-04,23.3,12.8,18.6,0.0,12.5,23.8,16.33,3.06,Karachi
2013-01-05,22.5,13.5,17.9,0.0,21.2,34.9,16.53,3.69,Karachi
2013-01-06,22.7,12.3,17.6,0.0,14.4,26.3,16.43,3.32,Karachi
2013-01-07,23.7,14.1,19.1,0.0,16.9,29.2,16.25,3.19,Karachi
2013-01-08,23.8,14.7,19.2,0.0,15.8,28.4,16.14,3.91,Karachi
2013-01-09,25.1,15.6,20.3,0.0,10.7,14.4,15.8,3.03,Karachi
2013-01-10,25.5,16.0,20.6,0.0,13.3,20.5,15.95,3.38,Karachi
2013-01-11,25.4,16.4,20.7,0.0,16.3,24.5,16.07,3.11,Karachi
2013-01-12,26.6,20.0,22.5,0.0,26.6,38.5,15.71,3.59,Karachi
2013-01-13,26.6,16.8,21.5,0.0,20.7,29.2,17.22,5.06,Karachi
2013-01-14,24.8,12.8,19.2,0.0,21.8,31.7,16.75,4.07,Karachi
2013-01-15,25.1,15.4,21.2,0.0,19.5,26.3,15.82,3.67,Karachi
2013-01-16,23.6,17.2,20.8,0.0,17.7,23.8,14.27,3.0,Karachi
2013-01-17,20.7,15.3,18.1,0.1,23.4,35.6,13.54,3.5,Karachi
2013-01-18,20.1,11.8,15.9,0.0,20.6,28.8,18.32,4.27,Karachi
2013-01-19,24.7,11.8,18.9,0.0,22.4,33.5,17.68,4.18,Karachi
2013-01-20,23.9,14.0,18.5,0.0,23.8,37.8,17.7,5.56,Karachi
2013-01-21,24.2,14.0,18.8,0.0,20.7,34.9,17.49,4.95,Karachi
2013-01-22,24.7,13.6,19.0,0.0,21.6,36.4,18.01,4.94,Karachi
2013-01-23,25.2,12.6,18.9,0.0,13.8,22.0,18.01,4.36,Karachi
2013-01-24,25.8,14.4,19.5,0.0,25.8,38.9,18.21,5.69,Karachi
2013-01-25,26.1,14.5,20.0,0.0,17.1,29.5,18.08,4.75,Karachi
2013-01-26,25.6,13.7,19.7,0.0,12.8,18.7,17.96,3.74,Karachi
2013-01-27,25.4,13.8,19.8,0.0,14.3,21.6,17.29,3.54,Karachi
2013-01-28,25.8,16.2,20.6,0.0,14.2,22.0,18.24,3.78,Karachi
2013-01-29,27.6,14.5,21.0,0.0,14.8,22.0,18.13,4.07,Karachi
2013-01-30,27.3,16.0,21.9,0.0,13.0,18.7,17.05,3.87,Karachi
2013-01-31,28.7,16.5,22.8,0.0,14.0,24.5,18.26,4.06,Karachi
2013-02-01,29.5,18.7,23.8,0.0,20.9,33.1,18.26,5.51,Karachi
2013-02-02,28.9,17.0,23.0,0.0,17.6,27.0,18.05,4.63,Karachi
2013-02-03,26.2,17.7,21.8,0.0,31.6,47.9,16.64,4.13,Karachi
2013-02-04,22.9,18.2,20.0,0.9,29.5,45.0,13.99,3.78,Karachi
2013-02-05,20.6,15.0,17.9,0.0,29.0,42.8,19.84,5.87,Karachi
2013-02-06,23.7,12.9,18.4,0.0,26.5,37.4,19.76,5.92,Karachi
2013-02-07,23.6,12.4,18.1,0.0,17.5,25.9,19.67,4.73,Karachi
2013-02-08,25.3,13.4,19.2,0.0,20.5,31.7,19.69,4.67,Karachi
2013-02-09,25.5,12.8,19.3,0.0,15.9,23.8,18.68,4.4,Karachi
2013-02-10,27.5,13.8,20.8,0.0,10.5,19.4,19.74,4.12,Karachi
2013-02-11,28.2,17.7,22.2,0.0,27.3,43.2,19.88,6.93,Karachi
2013-02-12,29.3,18.0,23.1,0.0,28.5,46.1,20.01,7.25,Karachi
2013-02-13,29.1,18.3,23.3,0.0,24.8,42.1,19.97,6.06,Karachi
2013-02-14,28.2,18.0,22.7,0.0,18.1,31.3,20.02,5.58,Karachi
2013-02-15,23.8,15.9,20.2,0.6,28.6,48.2,17.71,4.4,Karachi
2013-02-16,24.0,14.2,19.2,0.0,28.0,40.3,20.42,5.65,Karachi
2013-02-17,26.4,17.1,21.5,0.0,22.6,32.4,20.53,5.1,Karachi
2013-02-18,26.0,17.9,21.8,0.0,17.0,27.7,18.57,3.99,Karachi
2013-02-19,26.3,16.4,21.5,0.0,17.2,24.8,19.89,4.19,Karachi
2013-02-20,28.3,17.5,22.5,0.0,18.9,26.3,20.26,4.62,Karachi
2013-02-21,26.4,18.4,22.2,0.0,24.3,37.1,20.27,4.28,Karachi
2013-02-22,26.3,20.2,22.7,0.0,20.9,30.2,18.21,3.85,Karachi
2013-02-23,28.8,18.2,23.1,0.0,16.1,25.2,21.46,4.73,Karachi
2013-02-24,27.9,16.4,22.3,0.0,20.3,35.3,21.68,6.03,Karachi
2013-02-25,27.2,17.1,22.4,0.0,23.3,38.9,21.54,5.74,Karachi
2013-02-26,25.4,17.0,21.7,0.0,28.1,40.0,18.48,4.88,Karachi
2013-02-27,25.8,17.4,21.4,0.0,31.3,44.6,22.65,7.33,Karachi
2013-02-28,29.4,14.9,22.5,0.0,21.1,33.5,22.65,6.6,Karachi
2013-03-01,28.8,18.3,23.2,0.0,30.6,49.0,21.61,7.88,Karachi
2013-03-02,29.7,17.0,23.0,0.0,22.4,32.0,23.01,6.72,Karachi
2013-03-03,30.5,14.5,22.7,0.0,21.3,29.5,23.08,5.77,Karachi
2013-03-04,30.7,17.1,23.2,0.0,18.2,27.0,22.88,5.36,Karachi
2013-03-05,34.7,16.5,26.0,0.0,12.6,23.4,22.74,5.51,Karachi
2013-03-06,35.1,22.2,28.3,0.0,27.2,44.6,23.0,8.67,Karachi
2013-03-07,34.9,22.0,28.2,0.0,21.5,35.3,23.16,8.09,Karachi
2013-03-08,33.6,19.0,26.1,0.0,17.2,25.9,23.75,7.09,Karachi
2013-03-09,29.9,20.5,24.7,0.0,25.6,38.9,22.66,5.64,Karachi
2013-03-10,30.3,19.0,24.6,0.0,23.0,31.0,23.82,6.55,Karachi
2013-03-11,29.9,17.3,23.8,0.0,19.5,29.2,19.61,4.73,Karachi
2013-03-12,28.8,18.5,23.7,0.0,20.6,32.0,23.2,5.04,Karachi
2013-03-13,29.2,20.5,24.2,0.0,19.6,30.2,22.72,4.87,Karachi
2013-03-14,30.2,21.2,24.9,0.0,21.8,30.6,22.5,4.97,Karachi
2013-03-15,31.8,19.3,25.7,0.0,16.3,23.0,23.52,5.44,Karachi
2013-03-16,31.8,22.0,26.7,0.0,21.9,38.2,23.33,6.63,Karachi
2013-03-17,32.8,19.6,26.0,0.0,20.3,29.9,24.18,6.13,Karachi
2013-03-18,33.8,19.1,26.3,0.0,20.4,29.9,24.47,6.72,Karachi
2013-03-19,31.6,20.8,25.7,0.0,21.6,33.5,24.71,6.57,Karachi
2013-03-20,28.9,21.6,24.8,0.0,33.1,48.2,24.07,5.75,Karachi
2013-03-21,30.8,21.9,25.3,0.0,21.2,31.3,23.48,5.19,Karachi
2013-03-22,28.3,22.3,24.8,0.0,25.5,38.2,21.54,4.99,Karachi
2013-03-23,28.6,23.0,25.2,0.0,27.6,42.1,23.62,5.48,Karachi
2013-03-24,31.3,20.4,25.8,0.0,22.7,31.3,24.93,6.36,Karachi
2013-03-25,32.4,19.7,26.4,0.0,18.2,27.4,24.47,6.34,Karachi
2013-03-26,30.7,22.3,26.1,0.0,23.1,34.9,19.7,5.71,Karachi
2013-03-27,28.1,22.9,24.7,1.8,29.9,44.6,21.84,5.55,Karachi
2013-03-28,29.1,21.1,24.9,0.0,25.3,38.2,24.76,6.01,Karachi
2013-03-29,29.7,19.9,25.0,0.0,24.2,36.0,24.95,5.5,Karachi
2013-03-30,29.6,20.2,25.1,0.0,26.2,37.1,24.94,5.7,Karachi
2013-03-31,30.1,22.2,25.5,0.0,27.7,41.8,25.68,6.3,Karachi
2013-04-01,29.0,21.4,24.8,0.0,25.9,38.2,24.88,5.24,Karachi
2013-04-02,28.9,22.5,25.3,0.0,23.0,35.6,23.18,5.06,Karachi
2013-04-03,31.6,22.7,26.2,0.0,25.7,34.9,24.57,5.88,Karachi
2013-04-04,32.5,22.0,26.7,0.0,23.8,35.6,25.62,6.53,Karachi
