time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration,city
2010-01-01,26.0,14.8,20.6,0.0,14.7,21.2,16.19,3.54,Karachi
2010-01-02,25.3,17.5,20.9,0.0,24.3,33.8,10.22,4.09,Karachi
2010-01-03,25.0,14.3,19.8,0.0,16.3,26.6,15.94,3.71,Karachi
2010-01-04,25.6,15.0,20.4,0.0,17.3,23.4,16.27,3.78,Karachi
2010-01-05,25.4,16.2,20.6,0.0,18.9,27.0,16.34,3.56,Karachi
2010-01-06,24.1,15.1,20.1,0.0,16.8,27.7,15.73,3.16,Karachi
2010-01-07,26.0,15.1,20.6,0.0,14.2,20.9,16.42,3.57,Karachi
2010-01-08,25.5,16.8,20.7,0.0,26.4,39.2,16.56,5.3,Karachi
2010-01-09,25.4,15.1,19.8,0.0,24.8,36.7,16.64,4.5,Karachi
2010-01-10,25.9,13.9,19.6,0.0,19.8,30.2,16.76,3.77,Karachi
2010-01-11,24.3,15.8,19.5,0.0,24.8,37.1,11.83,4.37,Karachi
2010-01-12,22.5,15.0,18.8,0.0,17.8,25.2,15.28,3.44,Karachi
2010-01-13,24.3,13.5,19.6,0.0,11.9,17.6,17.25,3.66,Karachi
2010-01-14,24.6,12.6,18.9,0.0,13.0,22.3,16.77,3.6,Karachi
2010-01-15,25.5,14.4,19.5,0.0,17.5,28.1,15.8,4.32,Karachi
2010-01-16,26.6,13.8,19.7,0.0,20.0,31.0,17.46,4.4,Karachi
2010-01-17,25.7,12.2,19.0,0.0,16.9,24.8,17.43,3.77,Karachi
2010-01-18,25.8,14.2,20.2,0.0,13.1,17.6,17.2,3.25,Karachi
2010-01-19,26.1,14.2,20.2,0.0,13.0,20.2,17.38,3.64,Karachi
2010-01-20,26.5,14.6,20.6,0.0,10.9,22.3,17.31,3.62,Karachi
2010-01-21,26.8,15.6,20.9,0.0,17.4,29.5,15.85,4.02,Karachi
2010-01-22,25.4,15.0,20.3,0.0,15.9,25.6,17.87,3.84,Karachi
2010-01-23,25.5,16.4,20.8,0.0,17.7,25.6,16.99,3.35,Karachi
2010-01-24,27.1,17.1,21.9,0.0,16.1,22.0,16.67,3.18,Karachi
2010-01-25,28.1,16.7,22.1,0.0,16.0,31.3,17.91,4.18,Karachi
2010-01-26,27.0,15.5,21.3,0.0,16.9,23.4,18.1,4.34,Karachi
2010-01-27,25.9,15.8,21.2,0.0,15.8,23.4,17.8,4.01,Karachi
2010-01-28,25.9,17.5,21.5,0.0,21.0,30.6,16.54,3.62,Karachi
2010-01-29,26.0,18.6,21.9,0.0,18.2,25.9,18.02,3.73,Karachi
2010-01-30,27.0,16.0,21.5,0.0,16.3,24.5,18.17,3.86,Karachi
2010-01-31,26.1,15.8,21.1,0.0,16.3,24.8,18.32,3.88,Karachi
2010-02-01,26.5,17.0,21.5,0.0,17.9,27.0,18.34,3.94,Karachi
2010-02-02,27.7,15.7,21.9,0.0,12.6,19.4,18.29,3.83,Karachi
2010-02-03,29.1,17.1,23.0,0.0,22.0,32.8,18.57,4.76,Karachi
2010-02-04,29.5,17.2,23.1,0.0,13.4,23.8,18.61,4.98,Karachi
2010-02-05,30.0,16.3,23.1,0.0,13.6,20.5,18.56,4.66,Karachi
2010-02-06,29.3,16.6,23.1,0.0,11.4,22.7,18.76,4.26,Karachi
2010-02-07,26.0,18.1,22.5,0.0,13.6,20.2,16.18,3.32,Karachi
2010-02-08,23.4,17.9,21.6,8.3,35.7,52.6,8.08,2.84,Karachi
2010-02-09,19.7,13.4,16.6,0.0,30.3,43.2,20.43,5.19,Karachi
2010-02-10,22.8,11.5,17.0,0.0,25.7,40.3,20.35,5.08,Karachi
2010-02-11,23.1,13.6,17.8,0.0,31.6,48.6,20.37,5.8,Karachi
2010-02-12,23.6,11.2,17.6,0.0,15.1,25.6,20.02,4.21,Karachi
2010-02-13,25.4,13.7,19.6,0.0,13.3,21.6,20.0,4.03,Karachi
2010-02-14,27.0,13.3,20.3,0.0,17.5,26.6,20.3,4.73,Karachi
2010-02-15,27.7,15.9,21.7,0.0,24.0,36.4,20.43,6.02,Karachi
2010-02-16,27.3,14.3,21.1,0.0,25.6,34.6,21.48,6.78,Karachi
2010-02-17,26.4,13.7,20.0,0.0,21.1,36.0,21.45,5.92,Karachi
2010-02-18,25.4,11.8,19.0,0.0,16.9,25.9,21.11,4.61,Karachi
2010-02-19,27.0,16.3,21.5,0.0,16.8,24.5,20.27,4.07,Karachi
2010-02-20,28.5,16.2,21.9,0.0,18.0,26.3,20.75,4.41,Karachi
2010-02-21,27.2,15.9,21.2,0.0,17.8,25.9,21.21,4.51,Karachi
2010-02-22,26.5,17.2,21.7,0.0,27.7,40.0,19.62,4.47,Karachi
2010-02-23,27.2,20.0,23.0,0.0,24.6,35.6,20.62,4.55,Karachi
2010-02-24,27.2,18.9,22.7,0.0,20.9,31.0,20.75,4.47,Karachi
2010-02-25,26.7,18.4,22.5,0.0,19.1,29.5,20.8,4.27,Karachi
2010-02-26,28.1,19.6,23.0,0.0,21.6,32.8,21.21,4.49,Karachi
2010-02-27,30.3,18.7,23.5,0.0,20.5,32.4,21.89,5.18,Karachi
2010-02-28,28.0,19.2,23.2,0.0,23.8,36.7,21.3,4.49,Karachi
2010-03-01,28.8,22.0,24.5,0.0,26.3,38.5,20.62,4.54,Karachi
2010-03-02,28.2,21.8,24.2,0.0,22.2,34.2,19.47,4.12,Karachi
2010-03-03,27.6,21.6,24.2,0.0,30.9,46.4,21.25,4.63,Karachi
2010-03-04,28.7,22.5,24.8,0.0,31.0,44.6,19.86,4.87,Karachi
2010-03-05,27.6,21.5,23.9,0.0,19.5,28.8,21.44,5.01,Karachi
2010-03-06,27.6,20.8,23.7,0.0,29.3,43.9,21.54,5.5,Karachi
2010-03-07,28.3,19.5,23.7,0.0,21.5,31.3,22.33,4.82,Karachi
2010-03-08,30.5,18.5,24.4,0.0,21.1,32.0,22.78,5.44,Karachi
2010-03-09,32.1,19.5,25.2,0.0,23.0,33.8,22.99,5.49,Karachi
2010-03-10,32.8,21.2,25.9,0.0,18.6,28.1,23.3,5.53,Karachi
2010-03-11,33.6,18.8,26.0,0.0,18.7,28.8,23.71,6.03,Karachi
2010-03-12,32.9,19.8,25.9,0.0,21.0,31.7,23.43,5.99,Karachi
2010-03-13,33.2,21.0,26.4,0.0,22.5,33.8,23.51,6.38,Karachi
2010-03-14,31.3,22.2,26.1,0.0,28.0,42.8,23.62,6.21,Karachi
2010-03-15,31.9,22.2,26.3,0.0,27.7,41.4,23.72,6.1,Karachi
2010-03-16,32.5,22.3,26.5,0.0,25.7,38.2,23.69,5.77,Karachi
2010-03-17,34.0,20.5,26.7,0.0,21.2,32.0,23.69,5.97,Karachi
2010-03-18,38.2,23.0,30.0,0.0,21.0,34.6,23.61,6.85,Karachi
2010-03-19,38.6,22.8,30.5,0.0,23.8,38.2,23.97,7.61,Karachi
2010-03-20,37.0,25.1,30.3,0.0,27.9,40.0,24.93,9.06,Karachi
2010-03-21,33.3,23.8,28.0,0.0,31.6,47.9,24.78,7.76,Karachi
2010-03-22,32.1,24.0,27.3,0.0,30.4,46.8,24.76,6.97,Karachi
2010-03-23,32.3,22.5,26.6,0.0,22.1,32.4,24.69,5.96,Karachi
2010-03-24,32.6,21.0,26.2,0.0,16.7,28.4,24.01,5.56,Karachi
2010-03-25,32.1,21.2,26.2,0.0,18.2,29.5,24.58,5.67,Karachi
2010-03-26,31.7,20.8,25.8,0.0,26.3,38.5,24.82,5.86,Karachi
2010-03-27,32.8,22.4,26.9,0.0,22.7,36.0,25.19,6.02,Karachi
2010-03-28,31.8,21.8,26.3,0.0,25.1,38.2,25.35,5.87,Karachi
2010-03-29,31.2,23.1,26.5,0.0,32.0,47.5,24.71,5.91,Karachi
2010-03-30,32.6,24.3,27.5,0.0,33.1,47.9,25.28,6.91,Karachi
2010-03-31,32.8,23.9,27.5,0.0,28.7,40.3,25.22,6.78,Karachi
2010-04-01,33.5,24.5,28.5,0.0,28.7,45.4,25.39,7.54,Karachi
2010-04-02,31.7,25.1,28.2,0.0,37.8,53.6,26.09,8.17,Karachi
2010-04-03,31.8,23.2,26.8,0.0,26.7,39.2,26.2,6.7,Karachi
2010-04-04,30.7,21.5,25.7,0.0,20.7,33.1,26.27,6.04,Karachi
2010-04-05,32.3,20.3,26.2,0.0,21.9,32.8,25.9,6.01,Karachi
2010-04-06,37.0,21.4,28.3,0.0,26.6,40.0,25.9,6.77,Karachi
2010-04-07,33.1,22.5,27.3,0.0,23.1,34.2,23.78,6.08,Karachi
2010-04-08,32.4,22.1,26.9,0.0,24.5,37.8,22.75,5.81,Karachi
2010-04-09,35.0,23.9,28.4,0.0,27.8,42.5,26.72,7.67,Karachi
2010-04-10,32.0,24.3,27.6,0.0,30.2,46.1,24.7,6.12,Karachi
2010-04-11,32.9,25.0,28.8,0.0,33.5,49.0,22.15,6.87,Karachi
2010-04-12,34.2,26.2,29.5,0.0,31.7,45.0,26.33,8.61,Karachi
2010-04-13,35.3,23.9,29.0,0.0,23.7,34.6,26.12,7.25,Karachi
2010-04-14,34.9,24.7,29.0,0.0,24.1,37.1,26.59,7.14,Karachi
2010-04-15,33.7,23.6,28.6,0.0,21.8,34.6,26.12,6.13,Karachi
2010-04-16,34.7,25.4,29.3,0.0,24.0,36.0,26.32,6.69,Karachi
2010-04-17,35.1,26.0,30.2,0.0,27.4,41.8,26.6,7.65,Karachi
2010-04-18,34.4,27.7,30.8,0.0,38.2,53.3,26.37,8.85,Karachi
2010-04-19,33.0,26.8,29.7,0.0,37.3,52.9,25.04,8.01,Karachi
2010-04-20,34.0,27.1,29.8,0.0,34.0,49.7,26.5,8.05,Karachi
2010-04-21,32.4,25.1,28.4,0.0,28.7,42.8,26.87,6.68,Karachi
2010-04-22,33.3,24.5,28.1,0.0,22.6,34.9,26.92,6.62,Karachi
2010-04-23,31.9,24.2,27.5,0.0,26.8,40.0,27.36,6.8,Karachi
2010-04-24,32.4,25.0,27.9,0.0,33.7,50.0,26.89,6.7,Karachi
2010-04-25,31.8,25.6,28.3,0.0,29.5,44.6,26.09,6.16,Karachi
2010-04-26,34.0,25.9,29.6,0.0,30.3,45.7,25.79,6.77,Karachi
2010-04-27,35.1,26.8,30.3,0.0,30.3,45.7,27.14,8.16,Karachi
2010-04-28,34.9,26.3,30.2,0.0,27.5,42.1,26.86,7.68,Karachi
2010-04-29,34.7,26.5,30.0,0.0,26.9,41.8,27.66,7.76,Karachi
2010-04-30,35.1,25.6,29.7,0.0,21.9,32.4,26.36,6.64,Karachi
2010-05-01,34.4,26.0,29.5,0.0,24.1,34.6,26.06,6.65,Karachi
2010-05-02,34.9,25.8,29.5,0.0,27.0,37.1,26.67,6.74,Karachi
2010-05-03,33.6,25.9,29.2,0.0,27.4,42.1,27.05,6.52,Karachi
2010-05-04,32.8,26.9,29.5,0.0,26.1,41.0,23.08,5.6,Karachi
2010-05-05,34.1,27.6,30.4,0.0,30.3,44.6,25.87,6.54,Karachi
2010-05-06,34.5,27.7,30.5,0.0,33.5,49.7,26.74,7.4,Karachi
2010-05-07,34.4,27.2,30.3,0.0,27.4,40.3,26.8,7.14,Karachi
2010-05-08,33.6,27.4,30.1,0.0,26.8,42.5,26.29,6.91,Karachi
2010-05-09,33.5,27.0,29.5,0.0,27.0,41.8,26.44,7.04,Karachi
2010-05-10,33.5,26.1,29.5,0.0,32.1,48.2,27.59,7.63,Karachi
2010-05-11,35.3,26.3,30.4,0.0,31.4,47.2,27.65,8.07,Karachi
2010-05-12,35.8,26.1,30.3,0.0,27.2,41.4,27.91,7.55,Karachi
2010-05-13,35.6,26.6,30.6,0.0,26.9,40.3,27.63,7.37,Karachi
2010-05-14,39.5,27.1,32.2,0.0,29.2,44.3,28.0,8.67,Karachi
2010-05-15,36.0,27.2,31.1,0.0,27.5,42.1,27.61,7.62,Karachi
2010-05-16,34.5,27.2,30.4,0.0,33.4,49.3,27.52,6.93,Karachi
2010-05-17,33.5,27.0,29.8,0.0,32.8,48.6,26.79,6.55,Karachi
2010-05-18,35.3,27.7,30.8,0.0,28.6,41.4,27.19,7.27,Karachi
2010-05-19,35.8,27.2,30.9,0.0,27.6,40.3,27.46,7.46,Karachi
2010-05-20,36.4,27.7,31.5,0.0,26.1,40.7,27.51,7.51,Karachi
2010-05-21,35.8,28.1,31.3,0.0,25.5,41.4,27.29,6.91,Karachi
2010-05-22,34.7,27.8,30.7,0.0,28.4,43.9,26.94,6.5,Karachi
2010-05-23,34.6,27.6,30.5,0.0,32.1,48.2,27.26,6.61,Karachi
2010-05-24,34.4,27.9,30.6,0.0,37.6,55.4,27.15,6.99,Karachi
2010-05-25,33.8,27.5,30.2,0.0,39.9,58.7,27.26,6.74,Karachi
2010-05-26,33.8,28.3,30.5,0.0,42.2,63.0,26.96,6.76,Karachi
2010-05-27,33.6,28.2,30.4,0.0,41.0,59.8,26.38,6.69,Karachi
2010-05-28,34.0,28.1,30.4,0.0,38.0,55.8,26.73,6.71,Karachi
2010-05-29,34.7,27.6,30.3,0.0,37.3,56.2,27.34,6.98,Karachi
2010-05-30,33.4,27.3,29.8,0.0,34.2,50.4,26.72,6.42,Karachi
2010-05-31,32.9,27.5,29.9,0.0,29.7,44.3,25.11,6.31,Karachi
2010-06-01,33.1,27.8,30.1,0.0,26.6,38.2,25.93,6.59,Karachi
2010-06-02,34.0,28.0,30.5,0.0,21.8,34.9,21.48,5.53,Karachi
2010-06-03,34.3,28.3,30.9,0.0,27.6,44.3,25.05,6.46,Karachi
2010-06-04,33.7,28.7,30.6,0.4,29.3,46.4,22.21,6.15,Karachi
2010-06-05,33.5,28.1,30.1,1.5,28.1,45.0,24.04,6.23,Karachi
2010-06-06,28.4,26.6,27.5,50.0,38.9,62.3,5.91,2.38,Karachi
2010-06-07,30.9,27.5,29.0,0.2,33.5,50.0,23.0,5.21,Karachi
2010-06-08,31.1,27.5,29.0,0.0,20.7,34.2,23.14,5.22,Karachi
2010-06-09,30.9,27.3,28.9,0.0,24.3,34.6,24.78,5.57,Karachi
2010-06-10,31.4,27.3,29.0,0.0,21.2,29.9,26.17,5.82,Karachi
2010-06-11,31.8,26.8,28.8,0.0,23.5,35.3,26.44,5.86,Karachi
2010-06-12,32.3,26.4,28.9,0.0,26.2,36.4,26.14,5.95,Karachi
2010-06-13,32.4,27.2,29.5,0.0,29.2,42.8,26.27,6.29,Karachi
2010-06-14,32.6,27.7,29.9,0.0,30.7,44.6,25.12,6.44,Karachi
2010-06-15,32.9,28.2,30.0,0.0,26.1,38.2,22.37,5.92,Karachi
2010-06-16,33.3,27.6,29.9,0.0,27.3,40.7,25.73,6.52,Karachi
2010-06-17,32.8,27.3,29.6,0.0,27.9,41.8,25.48,6.4,Karachi
2010-06-18,32.6,27.5,29.7,0.0,25.5,39.6,25.51,6.24,Karachi
2010-06-19,33.0,27.0,29.5,0.0,28.5,42.5,25.89,6.35,Karachi
2010-06-20,33.5,26.9,29.7,0.0,29.0,43.6,26.18,6.35,Karachi
2010-06-21,32.7,27.8,30.0,0.0,32.9,50.0,24.02,6.11,Karachi
2010-06-22,33.0,28.4,30.3,0.0,36.1,51.8,23.86,6.56,Karachi
2010-06-23,32.4,28.3,30.0,0.0,36.0,52.6,19.39,5.54,Karachi
2010-06-24,32.1,28.5,29.9,0.5,33.2,51.1,17.4,4.8,Karachi
2010-06-25,32.2,28.1,29.7,0.0,27.4,39.2,18.24,4.71,Karachi
2010-06-26,32.5,27.8,29.8,0.0,23.3,35.6,24.66,5.93,Karachi
2010-06-27,32.6,27.5,29.5,0.0,28.7,44.6,25.15,6.1,Karachi
2010-06-28,32.2,27.6,29.6,0.0,32.4,48.2,22.32,6.1,Karachi
2010-06-29,32.3,28.1,29.8,0.0,33.1,49.3,21.12,5.86,Karachi
2010-06-30,32.2,27.6,29.6,0.0,28.2,41.0,21.19,5.47,Karachi
2010-07-01,32.4,27.4,29.6,0.0,21.6,35.6,22.61,5.7,Karachi
2010-07-02,32.7,28.1,30.1,0.0,21.6,32.8,22.32,5.89,Karachi
2010-07-03,34.1,28.3,30.6,0.0,21.5,30.6,23.86,6.21,Karachi
2010-07-04,33.9,27.8,30.4,0.0,29.0,43.2,23.73,6.44,Karachi
2010-07-05,35.3,28.7,31.0,0.0,27.3,40.0,22.34,6.07,Karachi
2010-07-06,34.6,28.8,31.1,0.2,18.9,33.5,21.06,5.44,Karachi
2010-07-07,32.0,28.4,29.8,16.1,17.4,34.2,12.7,3.31,Karachi
2010-07-08,33.7,28.4,30.6,1.7,19.3,36.0,22.02,5.03,Karachi
2010-07-09,32.5,28.3,30.3,1.4,24.6,35.3,21.77,4.97,Karachi
2010-07-10,31.7,28.7,30.0,1.0,34.6,49.0,20.2,4.93,Karachi
2010-07-11,30.9,28.3,29.3,0.2,43.4,61.2,19.74,5.11,Karachi
2010-07-12,30.9,28.0,29.2,0.7,45.9,67.0,18.39,4.9,Karachi
2010-07-13,31.3,28.1,29.4,1.0,36.6,54.0,20.18,4.84,Karachi
2010-07-14,31.5,27.5,29.3,1.7,25.7,38.2,20.1,4.67,Karachi
2010-07-15,31.5,27.5,29.1,0.0,27.0,37.1,21.66,5.14,Karachi
2010-07-16,32.1,27.4,29.3,0.0,24.4,34.6,22.64,5.26,Karachi
2010-07-17,32.6,27.6,29.7,0.0,20.2,29.5,21.62,5.12,Karachi
2010-07-18,33.4,28.2,30.4,0.0,21.5,32.4,22.72,5.47,Karachi
2010-07-19,32.8,28.4,30.3,0.0,29.5,45.4,20.94,5.46,Karachi
2010-07-20,33.1,28.8,30.6,0.0,26.8,38.9,20.47,5.48,Karachi
2010-07-21,32.4,28.5,30.2,0.0,21.7,36.0,18.54,4.76,Karachi
2010-07-22,32.3,28.4,29.9,0.1,25.1,38.9,19.95,5.13,Karachi
2010-07-23,32.0,27.8,29.5,2.4,20.5,27.7,15.46,3.98,Karachi
2010-07-24,31.9,27.9,29.4,0.0,32.6,45.0,23.19,5.5,Karachi
2010-07-25,30.9,27.3,28.8,0.0,34.3,50.4,18.34,4.89,Karachi
2010-07-26,29.9,27.3,28.4,0.0,28.2,45.0,9.75,3.29,Karachi
2010-07-27,30.0,26.9,27.9,72.1,30.0,46.8,6.6,1.86,Karachi
2010-07-28,30.0,27.2,28.3,5.5,26.7,36.7,15.0,3.32,Karachi
2010-07-29,31.8,26.7,29.0,0.3,17.1,24.1,20.55,4.47,Karachi
2010-07-30,31.1,27.3,29.0,0.3,15.9,23.4,18.66,3.99,Karachi
2010-07-31,32.9,27.3,29.7,0.0,20.0,26.3,22.96,4.99,Karachi
2010-08-01,30.1,27.8,28.8,0.0,23.2,38.5,14.91,3.43,Karachi
2010-08-02,29.1,27.7,28.3,0.0,24.1,39.2,8.33,2.36,Karachi
2010-08-03,29.4,27.3,28.2,0.0,23.6,37.4,11.01,2.68,Karachi
2010-08-04,30.3,26.9,28.4,0.0,17.8,24.5,18.19,3.9,Karachi
2010-08-05,30.7,27.0,28.5,0.0,20.8,29.2,20.6,4.51,Karachi
2010-08-06,30.7,26.7,28.3,0.9,19.6,27.0,20.08,4.49,Karachi
2010-08-07,29.8,26.6,27.9,11.1,21.3,32.8,13.69,3.15,Karachi
2010-08-08,31.4,26.6,28.2,14.1,24.8,35.6,16.04,3.65,Karachi
2010-08-09,29.6,26.0,27.6,17.3,23.6,36.4,10.7,2.61,Karachi
2010-08-10,30.5,27.1,28.4,0.0,20.4,33.5,19.68,4.31,Karachi
2010-08-11,30.5,27.3,28.6,0.0,24.4,37.4,22.44,4.58,Karachi
2010-08-12,30.3,27.2,28.4,0.0,22.7,34.2,20.35,4.35,Karachi
2010-08-13,29.9,26.8,28.1,0.0,20.2,31.7,17.36,3.81,Karachi
2010-08-14,29.9,26.5,28.0,0.0,19.4,31.0,19.44,4.07,Karachi
2010-08-15,30.3,26.7,28.1,0.0,17.9,30.2,20.44,4.26,Karachi
2010-08-16,30.9,26.6,28.3,0.0,19.3,27.7,20.07,4.41,Karachi
2010-08-17,30.6,26.8,28.3,0.0,23.4,33.8,19.05,4.34,Karachi
2010-08-18,30.5,26.8,28.3,0.0,28.4,40.3,19.03,4.3,Karachi
2010-08-19,29.8,26.8,28.3,0.0,21.9,35.3,14.64,3.54,Karachi
2010-08-20,29.8,27.2,28.2,0.4,25.0,37.4,11.9,3.02,Karachi
2010-08-21,30.2,26.9,28.2,0.0,27.6,39.6,14.79,3.65,Karachi
2010-08-22,30.3,27.0,28.3,0.0,30.4,42.8,15.38,3.82,Karachi
2010-08-23,30.2,26.9,28.2,0.2,33.9,49.0,18.31,4.39,Karachi
2010-08-24,29.9,26.8,28.1,0.3,32.0,47.2,17.23,4.03,Karachi
2010-08-25,29.6,26.5,27.9,0.3,22.3,32.0,17.31,3.75,Karachi
2010-08-26,31.7,26.3,28.4,0.0,17.9,28.8,20.49,4.42,Karachi
2010-08-27,34.5,26.9,30.0,0.2,20.9,29.9,21.12,5.14,Karachi
2010-08-28,33.7,27.3,29.6,0.0,22.8,35.3,22.1,5.37,Karachi
2010-08-29,31.8,26.6,28.7,0.0,24.8,37.4,21.52,4.91,Karachi
2010-08-30,30.8,26.8,28.5,0.0,26.5,38.9,17.29,4.19,Karachi
2010-08-31,31.7,26.5,28.7,0.0,21.2,32.8,16.35,4.02,Karachi
2010-09-01,33.7,27.3,29.8,0.0,20.5,31.0,17.57,4.35,Karachi
2010-09-02,32.9,27.4,29.6,0.0,18.4,32.4,21.29,4.88,Karachi
2010-09-03,32.1,27.4,29.3,0.0,26.3,39.2,20.97,4.99,Karachi
2010-09-04,30.9,27.0,28.6,0.0,24.8,37.8,17.8,4.34,Karachi
2010-09-05,31.5,26.9,28.7,0.0,22.0,34.9,19.53,4.85,Karachi
2010-09-06,31.6,26.8,28.6,0.0,22.3,33.5,19.88,4.83,Karachi
2010-09-07,30.8,26.8,28.3,0.0,26.0,40.3,19.85,4.87,Karachi
2010-09-08,31.2,26.2,28.3,0.0,19.6,29.2,20.19,4.76,Karachi
2010-09-09,32.5,26.4,28.8,3.3,20.8,34.6,17.08,4.26,Karachi
2010-09-10,33.5,26.6,29.1,12.2,23.0,32.0,15.63,3.93,Karachi
2010-09-11,29.3,26.9,27.7,19.9,23.1,32.8,7.38,2.07,Karachi
2010-09-12,29.5,26.8,27.9,0.0,22.6,32.8,19.46,4.02,Karachi
2010-09-13,29.4,26.3,27.5,0.0,20.9,35.6,19.34,4.11,Karachi
2010-09-14,29.7,25.9,27.4,0.0,21.5,30.2,17.36,3.76,Karachi
2010-09-15,29.4,25.5,27.0,0.0,17.2,28.1,19.37,3.97,Karachi
2010-09-16,29.4,25.7,27.0,0.0,19.4,30.2,21.26,4.39,Karachi
2010-09-17,29.1,24.7,26.6,0.0,25.7,37.4,21.37,4.43,Karachi
2010-09-18,32.7,25.4,28.1,0.0,21.1,30.2,22.55,5.19,Karachi
2010-09-19,34.7,23.8,29.5,0.0,13.9,28.1,21.36,5.02,Karachi
2010-09-20,35.2,24.9,29.6,0.0,19.8,28.1,22.39,5.97,Karachi
2010-09-21,32.7,24.8,28.5,0.0,19.8,31.0,22.64,6.09,Karachi
2010-09-22,31.8,23.9,27.3,0.0,26.0,38.2,22.46,5.46,Karachi
2010-09-23,31.3,24.5,27.4,0.0,26.6,40.7,22.57,5.43,Karachi
2010-09-24,31.0,24.7,27.5,0.0,21.8,33.8,20.71,4.66,Karachi
2010-09-25,30.6,25.2,27.2,0.0,18.0,28.8,20.45,4.58,Karachi
2010-09-26,31.0,24.6,27.3,0.0,15.6,26.6,21.68,4.84,Karachi
2010-09-27,32.9,24.1,27.5,0.0,17.1,26.6,21.89,5.2,Karachi
2010-09-28,34.6,24.1,29.1,0.0,19.6,25.9,21.91,5.8,Karachi
2010-09-29,34.4,25.4,29.2,0.0,20.7,26.6,21.67,6.14,Karachi
2010-09-30,33.7,26.1,29.1,0.0,21.2,30.2,19.88,5.59,Karachi
2010-10-01,34.8,24.1,29.1,0.0,15.9,24.8,21.64,5.61,Karachi
2010-10-02,37.6,25.7,31.0,0.0,20.4,29.5,21.72,7.16,Karachi
2010-10-03,37.6,26.2,31.1,0.0,20.9,28.8,21.74,7.16,Karachi
2010-10-04,35.8,25.5,29.8,0.0,18.5,29.5,21.63,6.23,Karachi
2010-10-05,34.7,24.9,29.2,0.0,19.1,30.6,21.57,5.78,Karachi
2010-10-06,34.6,24.6,28.9,0.0,20.1,31.7,21.5,5.68,Karachi
2010-10-07,32.6,25.2,28.2,0.0,25.0,37.4,21.19,5.08,Karachi
2010-10-08,31.4,26.2,28.0,0.0,20.6,32.8,20.26,4.66,Karachi
2010-10-09,30.5,25.6,27.7,0.0,24.1,36.4,19.47,4.51,Karachi
2010-10-10,31.5,26.1,28.1,0.0,19.6,32.0,19.0,4.45,Karachi
2010-10-11,31.1,24.5,27.5,0.0,17.4,28.4,19.68,4.39,Karachi
2010-10-12,30.9,24.6,27.2,0.0,17.1,25.9,19.24,4.39,Karachi
2010-10-13,32.0,23.9,27.4,0.0,20.5,31.7,20.67,4.98,Karachi
2010-10-14,31.4,24.7,27.5,0.0,22.6,36.0,20.59,5.01,Karachi
2010-10-15,30.8,25.4,27.5,0.0,22.4,34.2,19.59,4.62,Karachi
2010-10-16,31.1,25.3,27.6,0.0,20.9,32.4,19.67,4.41,Karachi
2010-10-17,32.0,25.0,27.6,0.0,19.3,27.0,20.11,4.51,Karachi
2010-10-18,34.9,23.9,28.6,0.0,20.6,31.0,19.47,5.0,Karachi
2010-10-19,36.8,23.9,29.8,0.0,19.6,32.4,19.9,5.67,Karachi
2010-10-20,36.2,23.7,29.6,0.0,19.4,28.8,20.12,5.69,Karachi
2010-10-21,34.6,24.2,28.6,0.0,18.6,28.1,20.27,5.14,Karachi
2010-10-22,35.3,24.3,28.7,0.0,20.7,30.2,20.37,5.59,Karachi
2010-10-23,31.8,23.5,27.2,0.0,20.1,31.3,20.03,4.8,Karachi
2010-10-24,31.3,23.9,26.8,0.0,19.7,29.9,18.84,4.4,Karachi
2010-10-25,30.9,23.4,26.4,0.0,18.8,27.7,19.43,4.6,Karachi
2010-10-26,31.2,22.0,26.1,0.0,18.3,28.1,19.54,4.61,Karachi
2010-10-27,31.3,20.8,25.8,0.0,14.8,23.4,19.41,4.54,Karachi
2010-10-28,32.3,21.4,26.6,0.3,14.0,34.2,17.13,4.53,Karachi
2010-10-29,29.7,23.3,26.4,2.0,15.8,26.3,15.25,3.61,Karachi
2010-10-30,31.0,22.8,26.8,0.0,14.8,23.0,18.12,4.08,Karachi
2010-10-31,33.1,23.2,27.8,0.0,14.9,29.9,18.91,5.23,Karachi
2010-11-01,32.0,21.0,26.6,0.0,14.4,23.0,18.78,4.54,Karachi
2010-11-02,32.8,21.0,27.1,0.0,12.3,19.8,18.94,4.64,Karachi
2010-11-03,34.0,21.8,27.8,0.0,14.2,24.1,18.85,5.38,Karachi
2010-11-04,32.9,20.0,26.6,0.0,16.2,24.5,18.97,4.95,Karachi
2010-11-05,32.2,20.5,26.2,0.0,14.1,23.4,18.67,4.46,Karachi
2010-11-06,32.7,21.9,26.7,0.0,14.5,23.0,18.23,4.25,Karachi
2010-11-07,34.3,22.8,28.3,0.0,21.1,34.9,18.17,6.37,Karachi
2010-11-08,33.2,23.9,28.3,0.0,27.6,45.4,18.26,7.57,Karachi
2010-11-09,33.2,23.7,28.2,0.0,29.1,43.6,18.01,8.68,Karachi
2010-11-10,33.8,26.0,29.4,0.0,28.3,44.3,16.53,7.64,Karachi
2010-11-11,32.8,23.1,28.1,0.0,14.8,22.0,16.44,4.67,Karachi
2010-11-12,32.0,21.6,26.5,0.0,13.7,21.2,16.3,3.7,Karachi
